category,property,raw_value,normalised_value,file,line,occurrences,source_type,effective
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/archive.css,68,140,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/archive.css,68,237,stylesheet,unknown
layout,overflow-x,auto,auto,renderer/archive.css,69,20,stylesheet,unknown
size,height,34px,34px,renderer/archive.css,71,37,stylesheet,unknown
spacing,padding,0 14px,0 14px,renderer/archive.css,71,8,stylesheet,unknown
radius,border-radius,9px,9px,renderer/archive.css,71,91,stylesheet,unknown
other,cursor,pointer,pointer,renderer/archive.css,71,291,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/archive.css,71,283,stylesheet,unknown
layout,display,inline-flex,inline-flex,renderer/archive.css,72,143,stylesheet,unknown
layout,align-items,center,center,renderer/archive.css,72,745,stylesheet,unknown
spacing,gap,7px,7px,renderer/archive.css,72,61,stylesheet,unknown
colour,background,none,none,renderer/archive.css,73,79,stylesheet,unknown
border,border,none,none,renderer/archive.css,73,90,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/archive.css,73,249,stylesheet,unknown
typography,font-family,var(--font),var(--font),renderer/archive.css,74,106,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/archive.css,74,179,stylesheet,unknown
typography,font-weight,600,600,renderer/archive.css,74,236,stylesheet,unknown
motion,transition,var(--transition),var(--transition),renderer/archive.css,74,124,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/archive.css,76,425,stylesheet,unknown
colour,background,var(--accent-dim),var(--accent-dim),renderer/archive.css,77,55,stylesheet,unknown
colour,color,var(--accent-strong),var(--accent-strong),renderer/archive.css,77,167,stylesheet,unknown
typography,font-weight,700,700,renderer/archive.css,77,454,stylesheet,unknown
typography,font-size,10.5px,10.5px,renderer/archive.css,78,83,stylesheet,unknown
typography,font-weight,700,700,renderer/archive.css,78,454,stylesheet,unknown
spacing,padding,1px 7px,1px 7px,renderer/archive.css,78,5,stylesheet,unknown
radius,border-radius,999px,999px,renderer/archive.css,78,54,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/archive.css,79,211,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,79,704,stylesheet,unknown
colour,background,var(--accent),var(--accent),renderer/archive.css,80,64,stylesheet,unknown
colour,color,var(--text-on-accent),var(--text-on-accent),renderer/archive.css,80,55,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/archive.css,83,211,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/archive.css,83,237,stylesheet,unknown
radius,border-radius,16px,16px,renderer/archive.css,83,23,stylesheet,unknown
layout,overflow,hidden,hidden,renderer/archive.css,84,194,stylesheet,unknown
spacing,margin-bottom,14px,14px,renderer/archive.css,84,62,stylesheet,unknown
layout,display,flex,flex,renderer/archive.css,86,896,stylesheet,unknown
layout,align-items,center,center,renderer/archive.css,86,745,stylesheet,unknown
spacing,gap,10px,10px,renderer/archive.css,86,134,stylesheet,unknown
spacing,padding,12px 16px,12px 16px,renderer/archive.css,86,13,stylesheet,unknown
border,border-bottom,1px solid var(--border),1px solid var(--border),renderer/archive.css,87,97,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/archive.css,87,140,stylesheet,unknown
typography,font-size,13.5px,13.5px,renderer/archive.css,89,33,stylesheet,unknown
typography,font-weight,800,800,renderer/archive.css,89,214,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/archive.css,89,425,stylesheet,unknown
typography,font-size,11px,11px,renderer/archive.css,90,244,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,90,704,stylesheet,unknown
spacing,margin-left,auto,auto,renderer/archive.css,91,78,stylesheet,unknown
typography,font-size,13px,13px,renderer/archive.css,91,160,stylesheet,unknown
typography,font-weight,800,800,renderer/archive.css,91,214,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/archive.css,92,152,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/archive.css,93,136,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/archive.css,94,170,stylesheet,unknown
layout,overflow-x,auto,auto,renderer/archive.css,96,20,stylesheet,unknown
size,width,100%,100%,renderer/archive.css,97,126,stylesheet,unknown
border,border-collapse,collapse,collapse,renderer/archive.css,97,9,stylesheet,unknown
typography,font-size,12.5px,12.5px,renderer/archive.css,97,179,stylesheet,unknown
layout,position,sticky,sticky,renderer/archive.css,99,18,stylesheet,unknown
layout,top,0,0,renderer/archive.css,99,23,stylesheet,unknown
layout,z-index,1,1,renderer/archive.css,99,10,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/archive.css,100,140,stylesheet,unknown
border,border-bottom,1px solid var(--border),1px solid var(--border),renderer/archive.css,100,97,stylesheet,unknown
spacing,padding,10px 12px,10px 12px,renderer/archive.css,101,40,stylesheet,unknown
typography,text-align,left,left,renderer/archive.css,101,60,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/archive.css,101,283,stylesheet,unknown
typography,font-size,10px,10px,renderer/archive.css,102,136,stylesheet,unknown
typography,font-weight,700,700,renderer/archive.css,102,454,stylesheet,unknown
typography,text-transform,uppercase,uppercase,renderer/archive.css,102,156,stylesheet,unknown
typography,letter-spacing,.7px,.7px,renderer/archive.css,102,16,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,102,704,stylesheet,unknown
spacing,padding,9px 12px,9px 12px,renderer/archive.css,104,16,stylesheet,unknown
border,border-bottom,1px solid var(--border),1px solid var(--border),renderer/archive.css,104,97,stylesheet,unknown
layout,vertical-align,middle,middle,renderer/archive.css,105,20,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/archive.css,105,249,stylesheet,unknown
border,border-bottom,none,none,renderer/archive.css,106,38,stylesheet,unknown
other,cursor,pointer,pointer,renderer/archive.css,107,291,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/archive.css,108,140,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/archive.css,109,152,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/archive.css,109,136,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/archive.css,109,170,stylesheet,unknown
typography,text-align,right,right,renderer/archive.css,109,79,stylesheet,no
typography,white-space,nowrap,nowrap,renderer/archive.css,109,283,stylesheet,unknown
typography,font-weight,700,700,renderer/archive.css,110,454,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/archive.css,110,425,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/archive.css,111,140,stylesheet,unknown
typography,font-weight,800,800,renderer/archive.css,111,214,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/archive.css,111,425,stylesheet,unknown
layout,display,flex,flex,renderer/archive.css,114,896,stylesheet,unknown
layout,align-items,center,center,renderer/archive.css,114,745,stylesheet,unknown
spacing,gap,12px,12px,renderer/archive.css,114,90,stylesheet,unknown
spacing,padding,14px 16px,14px 16px,renderer/archive.css,114,22,stylesheet,unknown
border,border,2px solid var(--border2),2px solid var(--border2),renderer/archive.css,115,4,stylesheet,unknown
radius,border-radius,14px,14px,renderer/archive.css,115,38,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/archive.css,115,140,stylesheet,unknown
typography,font-size,11px,11px,renderer/archive.css,117,244,stylesheet,unknown
typography,text-transform,uppercase,uppercase,renderer/archive.css,117,156,stylesheet,unknown
typography,letter-spacing,1.2px,1.2px,renderer/archive.css,117,5,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,118,704,stylesheet,unknown
typography,font-weight,700,700,renderer/archive.css,118,454,stylesheet,unknown
spacing,margin-left,auto,auto,renderer/archive.css,119,78,stylesheet,unknown
typography,font-size,21px,21px,renderer/archive.css,119,11,stylesheet,unknown
typography,font-weight,900,900,renderer/archive.css,119,62,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/archive.css,120,152,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/archive.css,121,136,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/archive.css,122,170,stylesheet,unknown
spacing,padding,44px 20px,44px 20px,renderer/archive.css,124,6,stylesheet,unknown
typography,text-align,center,center,renderer/archive.css,124,153,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,124,704,stylesheet,unknown
typography,font-size,13px,13px,renderer/archive.css,124,160,stylesheet,unknown
layout,display,flex,flex,renderer/archive.css,127,896,stylesheet,unknown
layout,align-items,center,center,renderer/archive.css,127,745,stylesheet,unknown
spacing,gap,14px,14px,renderer/archive.css,127,53,stylesheet,unknown
spacing,margin-bottom,14px,14px,renderer/archive.css,127,62,stylesheet,unknown
size,width,46px,46px,renderer/archive.css,129,7,stylesheet,unknown
size,height,46px,46px,renderer/archive.css,129,5,stylesheet,unknown
radius,border-radius,14px,14px,renderer/archive.css,129,38,stylesheet,unknown
layout,flex-shrink,0,0,renderer/archive.css,129,319,stylesheet,unknown
layout,display,flex,flex,renderer/archive.css,130,896,stylesheet,unknown
layout,align-items,center,center,renderer/archive.css,130,745,stylesheet,unknown
layout,justify-content,center,center,renderer/archive.css,130,241,stylesheet,unknown
colour,background,var(--accent-dim),var(--accent-dim),renderer/archive.css,131,55,stylesheet,unknown
colour,color,var(--accent-strong),var(--accent-strong),renderer/archive.css,131,167,stylesheet,unknown
typography,font-size,18px,18px,renderer/archive.css,132,15,stylesheet,unknown
typography,font-weight,800,800,renderer/archive.css,132,214,stylesheet,unknown
typography,font-size,17px,17px,renderer/archive.css,134,13,stylesheet,unknown
typography,font-weight,800,800,renderer/archive.css,134,214,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/archive.css,134,425,stylesheet,unknown
typography,line-height,1.2,1.2,renderer/archive.css,134,23,stylesheet,unknown
typography,font-size,12px,12px,renderer/archive.css,135,209,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,135,704,stylesheet,unknown
spacing,margin-top,2px,2px,renderer/archive.css,135,78,stylesheet,unknown
layout,display,grid,grid,renderer/archive.css,136,129,stylesheet,unknown
layout,grid-template-columns,"repeat(auto-fit,minmax(120px,1fr))","repeat(auto-fit,minmax(120px,1fr))",renderer/archive.css,136,1,stylesheet,unknown
spacing,gap,10px,10px,renderer/archive.css,137,134,stylesheet,unknown
spacing,margin-bottom,14px,14px,renderer/archive.css,137,62,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/archive.css,138,140,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/archive.css,138,237,stylesheet,unknown
radius,border-radius,12px,12px,renderer/archive.css,139,85,stylesheet,unknown
spacing,padding,11px 13px,11px 13px,renderer/archive.css,139,12,stylesheet,unknown
size,min-width,0,0,renderer/archive.css,139,245,stylesheet,unknown
typography,font-size,10px,10px,renderer/archive.css,140,136,stylesheet,unknown
typography,font-weight,700,700,renderer/archive.css,140,454,stylesheet,unknown
typography,text-transform,uppercase,uppercase,renderer/archive.css,140,156,stylesheet,unknown
typography,letter-spacing,.7px,.7px,renderer/archive.css,141,16,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,141,704,stylesheet,unknown
typography,font-size,17px,17px,renderer/archive.css,142,13,stylesheet,unknown
typography,font-weight,800,800,renderer/archive.css,142,214,stylesheet,unknown
spacing,margin-top,3px,3px,renderer/archive.css,142,64,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/archive.css,143,152,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/archive.css,144,136,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/archive.css,145,170,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/archive.css,145,425,stylesheet,unknown
typography,font-size,12px,12px,renderer/archive.css,146,209,stylesheet,unknown
typography,font-weight,800,800,renderer/archive.css,146,214,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/archive.css,146,249,stylesheet,unknown
typography,text-transform,uppercase,uppercase,renderer/archive.css,147,156,stylesheet,unknown
typography,letter-spacing,.7px,.7px,renderer/archive.css,147,16,stylesheet,unknown
spacing,margin,14px 0 6px,14px 0 6px,renderer/archive.css,147,1,stylesheet,unknown
typography,font-size,11.5px,11.5px,renderer/archive.css,152,163,stylesheet,unknown
typography,font-weight,800,800,renderer/archive.css,152,214,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/archive.css,152,283,stylesheet,unknown
colour,color,var(--green),var(--green),renderer/archive.css,153,69,stylesheet,unknown
colour,color,var(--red),var(--red),renderer/archive.css,154,100,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,155,704,stylesheet,unknown
typography,font-weight,600,600,renderer/archive.css,155,236,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,156,704,stylesheet,unknown
typography,font-weight,600,600,renderer/archive.css,156,236,stylesheet,unknown
typography,font-style,italic,italic,renderer/archive.css,156,9,stylesheet,unknown
spacing,margin-top,10px,10px,renderer/archive.css,159,20,stylesheet,unknown
spacing,padding,10px 14px,10px 14px,renderer/archive.css,159,15,stylesheet,unknown
radius,border-radius,10px,10px,renderer/archive.css,159,113,stylesheet,unknown
colour,background,var(--bg3),var(--bg3),renderer/archive.css,160,139,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/archive.css,160,237,stylesheet,unknown
typography,font-size,11.5px,11.5px,renderer/archive.css,161,163,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/archive.css,161,704,stylesheet,unknown
typography,line-height,1.55,1.55,renderer/archive.css,161,19,stylesheet,unknown
layout,display,grid,grid,renderer/archive.css,170,129,stylesheet,unknown
layout,grid-template-columns,"repeat(auto-fit, minmax(340px, 1fr))","repeat(auto-fit, minmax(340px, 1fr))",renderer/archive.css,171,1,stylesheet,unknown
spacing,gap,12px,12px,renderer/archive.css,172,90,stylesheet,unknown
spacing,margin-top,12px,12px,renderer/archive.css,173,34,stylesheet,unknown
spacing,padding,14px 16px 10px,14px 16px 10px,renderer/archive.css,175,1,stylesheet,unknown
layout,display,flex,flex,renderer/archive.css,177,896,stylesheet,unknown
layout,align-items,flex-end,flex-end,renderer/archive.css,177,17,stylesheet,unknown
spacing,gap,6px,6px,renderer/archive.css,177,88,stylesheet,unknown
size,height,132px,132px,renderer/archive.css,178,1,stylesheet,unknown
layout,flex,1,1,renderer/archive.css,184,120,stylesheet,unknown
size,min-width,0,0,renderer/archive.css,184,245,stylesheet,unknown
